Date,Total_Quantity,Invoice_Count,SKU_Count,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Month,Week_Of_Year,Day_Of_Week,Is_Weekend
2010-10-02,0.0,0.0,0.0,32898.71428571428,19040.1,2010,10,39,5,True
2010-10-03,20343.0,77.0,966.0,33892.71428571428,18677.433333333334,2010,10,39,6,True
2010-10-04,23529.0,84.0,1002.0,19327.0,19461.733333333334,2010,10,40,0,False
2010-10-05,34855.0,130.0,1166.0,20930.0,20382.833333333332,2010,10,40,1,False
2010-10-06,21884.0,63.0,738.0,21094.0,20572.033333333333,2010,10,40,2,False
2010-10-07,30072.0,121.0,1360.0,21842.285714285714,21049.566666666666,2010,10,40,3,False
2010-10-08,41441.0,78.0,995.0,24589.14285714286,22090.666666666668,2010,10,40,4,False
2010-10-09,0.0,0.0,0.0,24589.14285714286,21650.666666666668,2010,10,40,5,True
2010-10-10,12414.0,68.0,897.0,23456.428571428572,21716.8,2010,10,40,6,True
2010-10-11,24913.0,91.0,1130.0,23654.14285714286,22547.233333333334,2010,10,41,0,False
2010-10-12,29531.0,110.0,1134.0,22893.571428571428,23222.333333333332,2010,10,41,1,False
2010-10-13,40097.0,86.0,1035.0,25495.428571428572,23612.066666666666,2010,10,41,2,False
2010-10-14,37123.0,99.0,1014.0,26502.714285714286,24470.033333333333,2010,10,41,3,False
2010-10-15,22350.0,117.0,1081.0,23775.428571428572,24499.266666666666,2010,10,41,4,False
2010-10-16,0.0,0.0,0.0,23775.428571428572,24018.666666666668,2010,10,41,5,True
2010-10-17,18978.0,71.0,1118.0,24713.14285714286,24256.5,2010,10,41,6,True
2010-10-18,19725.0,104.0,1194.0,23972.0,24914.0,2010,10,42,0,False
2010-10-19,27244.0,78.0,1089.0,23645.285714285714,25365.566666666666,2010,10,42,1,False
2010-10-20,24039.0,108.0,1078.0,21351.285714285714,25331.3,2010,10,42,2,False
2010-10-21,17798.0,96.0,1063.0,18590.571428571428,24688.833333333332,2010,10,42,3,False
2010-10-22,23118.0,88.0,1083.0,18700.285714285714,24971.9,2010,10,42,4,False
2010-10-23,0.0,0.0,0.0,18700.285714285714,24259.333333333332,2010,10,42,5,True
2010-10-24,15445.0,83.0,1044.0,18195.571428571428,23839.666666666668,2010,10,42,6,True
2010-10-25,14485.0,73.0,996.0,17447.0,24322.5,2010,10,43,0,False
2010-10-26,25974.0,104.0,1149.0,17265.571428571428,24742.133333333335,2010,10,43,1,False
2010-10-27,16197.0,72.0,962.0,16145.285714285714,21099.066666666666,2010,10,43,2,False
2010-10-28,14298.0,63.0,883.0,15645.285714285714,20787.866666666665,2010,10,43,3,False
2010-10-29,25578.0,83.0,972.0,15996.714285714286,20949.266666666666,2010,10,43,4,False
2010-10-30,0.0,0.0,0.0,15996.714285714286,20121.466666666667,2010,10,43,5,True
2010-10-31,16352.0,83.0,1149.0,16126.285714285714,19926.1,2010,10,43,6,True
2010-11-01,14127.0,62.0,1115.0,16075.142857142857,20397.0,2010,11,44,0,False
2010-11-02,24166.0,91.0,1048.0,15816.857142857143,20524.433333333334,2010,11,44,1,False
2010-11-03,23637.0,87.0,1027.0,16879.714285714286,20528.033333333333,2010,11,44,2,False
2010-11-04,60269.0,132.0,1361.0,23447.0,21375.166666666668,2010,11,44,3,False
2010-11-05,22449.0,75.0,1033.0,23000.0,21394.0,2010,11,44,4,False
2010-11-06,0.0,0.0,0.0,23000.0,20391.6,2010,11,44,5,True
2010-11-07,18428.0,82.0,1106.0,23296.571428571428,19624.5,2010,11,44,6,True
2010-11-08,32397.0,82.0,1216.0,25906.571428571428,20704.4,2010,11,45,0,False
2010-11-09,35361.0,121.0,1109.0,27505.85714285714,21469.3,2010,11,45,1,False
2010-11-10,35184.0,131.0,1478.0,29155.428571428572,21811.666666666668,2010,11,45,2,False
2010-11-11,34397.0,129.0,1274.0,25459.428571428572,21973.866666666665,2010,11,45,3,False
2010-11-12,23217.0,111.0,1275.0,25569.14285714286,21411.2,2010,11,45,4,False
2010-11-13,0.0,0.0,0.0,25569.14285714286,20173.766666666666,2010,11,45,5,True
2010-11-14,17295.0,90.0,1226.0,25407.285714285714,20005.266666666666,2010,11,45,6,True
2010-11-15,37969.0,103.0,1412.0,26203.285714285714,21270.9,2010,11,46,0,False
2010-11-16,39307.0,108.0,1366.0,26767.0,21948.533333333333,2010,11,46,1,False
2010-11-17,28549.0,119.0,1265.0,25819.14285714286,22242.666666666668,2010,11,46,2,False
2010-11-18,21366.0,104.0,1207.0,23957.571428571428,22046.733333333334,2010,11,46,3,False
2010-11-19,25313.0,108.0,1120.0,24257.0,22089.2,2010,11,46,4,False
2010-11-20,0.0,0.0,0.0,24257.0,21495.933333333334,2010,11,46,5,True
2010-11-21,17985.0,96.0,1286.0,24355.571428571428,21324.833333333332,2010,11,46,6,True
2010-11-22,19775.0,93.0,1338.0,21756.428571428572,21984.0,2010,11,47,0,False
2010-11-23,26947.0,132.0,1422.0,19990.714285714286,22367.4,2010,11,47,1,False
2010-11-24,28754.0,133.0,1337.0,20020.0,22843.033333333333,2010,11,47,2,False
2010-11-25,38054.0,153.0,1238.0,22404.0,23245.7,2010,11,47,3,False
2010-11-26,17394.0,84.0,1161.0,21272.714285714286,23285.6,2010,11,47,4,False
2010-11-27,0.0,0.0,0.0,21272.714285714286,22809.0,2010,11,47,5,True
2010-11-28,16298.0,91.0,1134.0,21031.714285714286,22499.666666666668,2010,11,47,6,True
2010-11-29,39991.0,107.0,1525.0,23919.714285714286,23832.7,2010,11,48,0,False
2010-11-30,26532.0,123.0,953.0,23860.428571428572,24172.033333333333,2010,11,48,1,False
2010-12-01,26818.0,127.0,1340.0,23583.85714285714,24595.066666666666,2010,12,48,2,False
2010-12-02,31264.0,142.0,923.0,22613.85714285714,24831.666666666668,2010,12,48,3,False
2010-12-03,16158.0,68.0,1133.0,22437.285714285714,24582.366666666665,2010,12,48,4,False
2010-12-04,0.0,0.0,0.0,22437.285714285714,22573.4,2010,12,48,5,True
2010-12-05,16242.0,88.0,1142.0,22429.285714285714,22366.5,2010,12,48,6,True
2010-12-06,21619.0,102.0,1471.0,19804.714285714286,23087.133333333335,2010,12,49,0,False
2010-12-07,25180.0,84.0,1277.0,19611.571428571428,23312.2,2010,12,49,1,False
2010-12-08,23041.0,116.0,1200.0,19072.0,23000.333333333332,2010,12,49,2,False
2010-12-09,19898.0,107.0,1258.0,17448.285714285714,22484.9,2010,12,49,3,False
2010-12-10,20973.0,77.0,1264.0,18136.14285714286,22011.2,2010,12,49,4,False
2010-12-11,0.0,0.0,0.0,18136.14285714286,20864.633333333335,2010,12,49,5,True
2010-12-12,10537.0,44.0,800.0,17321.14285714286,20441.966666666667,2010,12,49,6,True
2010-12-13,17701.0,70.0,1169.0,16761.428571428572,21032.0,2010,12,50,0,False
2010-12-14,20255.0,90.0,1010.0,16057.857142857143,21130.666666666668,2010,12,50,1,False
2010-12-15,18453.0,74.0,755.0,15402.42857142857,20480.133333333335,2010,12,50,2,False
2010-12-16,29860.0,121.0,922.0,16825.571428571428,20165.233333333334,2010,12,50,3,False
2010-12-17,16935.0,66.0,1368.0,16248.714285714286,19778.1,2010,12,50,4,False
2010-12-18,0.0,0.0,0.0,16248.714285714286,19065.9,2010,12,50,5,True
2010-12-19,3734.0,23.0,390.0,15276.857142857143,18346.6,2010,12,50,6,True
2010-12-20,14914.0,61.0,924.0,14878.714285714286,18843.733333333334,2010,12,51,0,False
2010-12-21,15605.0,55.0,821.0,14214.42857142857,18764.4,2010,12,51,1,False
2010-12-22,3080.0,17.0,193.0,12018.285714285714,18207.9,2010,12,51,2,False
2010-12-23,5752.0,27.0,785.0,8574.285714285714,17501.4,2010,12,51,3,False
2010-12-24,0.0,0.0,0.0,6155.0,16542.933333333334,2010,12,51,4,False
2010-12-25,0.0,0.0,0.0,6155.0,15274.466666666667,2010,12,51,5,True
2010-12-26,0.0,0.0,0.0,5621.571428571428,14694.666666666666,2010,12,51,6,True
2010-12-27,0.0,0.0,0.0,3491.0,14694.666666666666,2010,12,52,0,False
2010-12-28,0.0,0.0,0.0,1261.7142857142858,14151.4,2010,12,52,1,False
2010-12-29,0.0,0.0,0.0,821.7142857142857,12818.366666666667,2010,12,52,2,False
2010-12-30,0.0,0.0,0.0,0.0,11933.966666666667,2010,12,52,3,False
2010-12-31,0.0,0.0,0.0,0.0,11040.033333333333,2010,12,52,4,False
2011-01-01,0.0,0.0,0.0,0.0,9997.9,2011,1,52,5,True
2011-01-02,0.0,0.0,0.0,0.0,9459.3,2011,1,52,6,True
2011-01-03,0.0,0.0,0.0,0.0,9459.3,2011,1,1,0,False
2011-01-04,8630.0,36.0,819.0,1232.857142857143,9205.566666666668,2011,1,1,1,False
2011-01-05,19769.0,55.0,992.0,4057.0,9143.9,2011,1,1,2,False
2011-01-06,23124.0,50.0,998.0,7360.428571428572,9075.366666666667,2011,1,1,3,False
2011-01-07,17160.0,53.0,1031.0,9811.857142857143,8879.333333333334,2011,1,1,4,False
2011-01-08,0.0,0.0,0.0,9811.857142857143,8216.066666666668,2011,1,1,5,True
2011-01-09,8125.0,48.0,640.0,10972.57142857143,7787.8,2011,1,1,6,True
2011-01-10,12861.0,39.0,1096.0,12809.857142857143,8216.5,2011,1,2,0,False
2011-01-11,28437.0,58.0,943.0,15639.42857142857,8813.166666666666,2011,1,2,1,False
2011-01-12,10606.0,45.0,1078.0,14330.42857142857,8576.666666666666,2011,1,2,2,False
2011-01-13,10171.0,44.0,949.0,12480.0,8240.533333333333,2011,1,2,3,False
2011-01-14,23139.0,47.0,898.0,13334.142857142857,8396.733333333334,2011,1,2,4,False
2011-01-15,0.0,0.0,0.0,13334.142857142857,7401.4,2011,1,2,5,True
2011-01-16,4086.0,25.0,422.0,12757.142857142857,6973.1,2011,1,2,6,True
2011-01-17,13375.0,51.0,1211.0,12830.57142857143,7418.933333333333,2011,1,3,0,False
2011-01-18,82964.0,41.0,892.0,20620.14285714286,10059.933333333332,2011,1,3,1,False
2011-01-19,17354.0,35.0,951.0,21584.14285714286,10141.266666666666,2011,1,3,2,False
2011-01-20,10475.0,39.0,950.0,21627.571428571428,9970.266666666666,2011,1,3,3,False
2011-01-21,15302.0,39.0,963.0,20508.0,10377.666666666666,2011,1,3,4,False
2011-01-22,0.0,0.0,0.0,20508.0,10185.933333333332,2011,1,3,5,True
2011-01-23,5200.0,27.0,568.0,20667.14285714286,10359.266666666666,2011,1,3,6,True
2011-01-24,11955.0,53.0,846.0,20464.285714285714,10757.766666666666,2011,1,4,0,False
2011-01-25,15538.0,67.0,873.0,10832.0,11275.7,2011,1,4,1,False
2011-01-26,10931.0,56.0,761.0,9914.42857142857,11640.066666666668,2011,1,4,2,False
2011-01-27,11266.0,52.0,855.0,10027.42857142857,12015.6,2011,1,4,3,False
2011-01-28,9842.0,40.0,584.0,9247.42857142857,12343.666666666666,2011,1,4,4,False
2011-01-29,0.0,0.0,0.0,9247.42857142857,12343.666666666666,2011,1,4,5,True
2011-01-30,3383.0,24.0,483.0,8987.857142857143,12456.433333333332,2011,1,4,6,True
2011-01-31,13406.0,62.0,840.0,9195.142857142857,12903.3,2011,1,5,0,False
2011-02-01,15814.0,63.0,830.0,9234.57142857143,13430.433333333332,2011,2,5,1,False
2011-02-02,9706.0,63.0,795.0,9059.57142857143,13753.966666666667,2011,2,5,2,False
2011-02-03,15712.0,46.0,598.0,9694.714285714286,13990.033333333333,2011,2,5,3,False
2011-02-04,12695.0,52.0,739.0,10102.285714285714,13754.233333333334,2011,2,5,4,False
2011-02-05,0.0,0.0,0.0,10102.285714285714,12983.433333333332,2011,2,5,5,True
2011-02-06,2036.0,11.0,220.0,9909.857142857143,12479.3,2011,2,5,6,True
2011-02-07,9128.0,42.0,803.0,9298.714285714286,12783.566666666668,2011,2,6,0,False
2011-02-08,10100.0,45.0,758.0,8482.42857142857,12849.4,2011,2,6,1,False
2011-02-09,7164.0,29.0,602.0,8119.285714285715,12659.5,2011,2,6,2,False
2011-02-10,11876.0,41.0,504.0,7571.285714285715,12107.466666666667,2011,2,6,3,False
2011-02-11,10520.0,45.0,621.0,7260.571428571428,12104.6,2011,2,6,4,False
2011-02-12,0.0,0.0,0.0,7260.571428571428,11765.566666666668,2011,2,6,5,True
2011-02-13,2723.0,20.0,425.0,7358.714285714285,11085.033333333333,2011,2,6,6,True
2011-02-14,13567.0,42.0,713.0,7992.857142857143,11537.266666666666,2011,2,7,0,False
2011-02-15,22669.0,58.0,809.0,9788.42857142857,12156.7,2011,2,7,1,False
2011-02-16,16117.0,63.0,698.0,11067.42857142857,12248.1,2011,2,7,2,False
2011-02-17,14413.0,68.0,875.0,11429.857142857143,9963.066666666668,2011,2,7,3,False
2011-02-18,9149.0,39.0,594.0,11234.0,9689.566666666668,2011,2,7,4,False
2011-02-19,0.0,0.0,0.0,11234.0,9340.4,2011,2,7,5,True
2011-02-20,5218.0,26.0,593.0,11590.42857142857,9004.266666666666,2011,2,7,6,True
2011-02-21,21533.0,38.0,811.0,12728.42857142857,9722.033333333333,2011,2,8,0,False
2011-02-22,21893.0,52.0,893.0,12617.57142857143,10278.466666666667,2011,2,8,1,False
2011-02-23,13742.0,63.0,860.0,12278.285714285714,10338.033333333333,2011,2,8,2,False
2011-02-24,11891.0,55.0,775.0,11918.0,10216.466666666667,2011,2,8,3,False
2011-02-25,10572.0,49.0,592.0,12121.285714285714,10204.5,2011,2,8,4,False
2011-02-26,0.0,0.0,0.0,12121.285714285714,9828.966666666667,2011,2,8,5,True
2011-02-27,4823.0,33.0,566.0,12064.857142857143,9661.666666666666,2011,2,8,6,True
2011-02-28,9873.0,57.0,906.0,10399.142857142857,9990.766666666666,2011,2,9,0,False
2011-03-01,12137.0,62.0,844.0,9005.42857142857,10282.566666666668,2011,3,9,1,False
2011-03-02,8612.0,43.0,543.0,8272.57142857143,10122.766666666666,2011,3,9,2,False
2011-03-03,20075.0,49.0,793.0,9441.714285714286,10264.8,2011,3,9,3,False
2011-03-04,13560.0,49.0,717.0,9868.57142857143,10393.266666666666,2011,3,9,4,False
2011-03-05,0.0,0.0,0.0,9868.57142857143,9869.533333333333,2011,3,9,5,True
2011-03-06,5027.0,27.0,510.0,9897.714285714286,9613.933333333332,2011,3,9,6,True
2011-03-07,14006.0,68.0,1045.0,10488.142857142857,10080.8,2011,3,10,0,False
2011-03-08,14537.0,48.0,883.0,10831.0,10497.5,2011,3,10,1,False
2011-03-09,11861.0,53.0,755.0,11295.142857142857,10588.6,2011,3,10,2,False
2011-03-10,15583.0,57.0,656.0,10653.42857142857,10771.366666666667,2011,3,10,3,False
2011-03-11,10521.0,53.0,605.0,10219.285714285714,10883.266666666666,2011,3,10,4,False
2011-03-12,0.0,0.0,0.0,10219.285714285714,10487.4,2011,3,10,5,True
2011-03-13,2733.0,16.0,416.0,9891.57142857143,10227.833333333334,2011,3,10,6,True
2011-03-14,16737.0,50.0,679.0,10281.714285714286,10785.733333333334,2011,3,11,0,False
2011-03-15,8941.0,52.0,722.0,9482.285714285714,10993.0,2011,3,11,1,False
2011-03-16,12883.0,52.0,582.0,9628.285714285714,10970.2,2011,3,11,2,False
2011-03-17,20975.0,62.0,1064.0,10398.57142857143,10913.733333333334,2011,3,11,3,False
2011-03-18,13938.0,64.0,765.0,10886.714285714286,10841.1,2011,3,11,4,False
2011-03-19,0.0,0.0,0.0,10886.714285714286,10360.666666666666,2011,3,11,5,True
2011-03-20,14038.0,60.0,861.0,12501.714285714286,10523.633333333333,2011,3,11,6,True
2011-03-21,10292.0,53.0,627.0,11581.0,10866.7,2011,3,12,0,False
2011-03-22,16548.0,53.0,1140.0,12667.714285714286,11244.366666666667,2011,3,12,1,False
2011-03-23,14374.0,63.0,773.0,12880.714285714286,11005.733333333334,2011,3,12,2,False
2011-03-24,18164.0,68.0,781.0,12479.142857142857,10881.433333333332,2011,3,12,3,False
2011-03-25,14083.0,56.0,800.0,12499.857142857143,10892.8,2011,3,12,4,False
2011-03-26,0.0,0.0,0.0,12499.857142857143,10496.433333333332,2011,3,12,5,True
2011-03-27,4496.0,32.0,503.0,11136.714285714286,10293.9,2011,3,12,6,True
2011-03-28,12222.0,61.0,891.0,11412.42857142857,10701.3,2011,3,13,0,False
2011-03-29,32803.0,62.0,970.0,13734.57142857143,11633.966666666667,2011,3,13,1,False
2011-03-30,20621.0,75.0,877.0,14627.0,11992.233333333334,2011,3,13,2,False
2011-03-31,16832.0,66.0,869.0,14436.714285714286,12148.733333333334,2011,3,13,3,False
2011-04-01,18459.0,75.0,742.0,15061.857142857143,12476.966666666667,2011,4,13,4,False
2011-04-02,0.0,0.0,0.0,15061.857142857143,11807.8,2011,4,13,5,True
2011-04-03,5658.0,20.0,523.0,15227.857142857143,11544.4,2011,4,13,6,True
2011-04-04,14004.0,59.0,907.0,15482.42857142857,12011.2,2011,4,14,0,False
2011-04-05,15558.0,52.0,705.0,13018.857142857143,12362.233333333334,2011,4,14,1,False
2011-04-06,9156.0,40.0,713.0,11381.0,12200.566666666668,2011,4,14,2,False
2011-04-07,10508.0,64.0,832.0,10477.57142857143,12066.266666666666,2011,4,14,3,False
2011-04-08,12985.0,71.0,825.0,9695.57142857143,12103.733333333334,2011,4,14,4,False
2011-04-09,0.0,0.0,0.0,9695.57142857143,11584.3,2011,4,14,5,True
2011-04-10,5603.0,32.0,635.0,9687.714285714286,11420.366666666667,2011,4,14,6,True
2011-04-11,13632.0,64.0,756.0,9634.57142857143,11874.766666666666,2011,4,15,0,False
2011-04-12,15311.0,62.0,647.0,9599.285714285714,12294.033333333333,2011,4,15,1,False
2011-04-13,18752.0,60.0,662.0,10970.142857142857,12361.2,2011,4,15,2,False
2011-04-14,18858.0,86.0,770.0,12163.0,12691.766666666666,2011,4,15,3,False
2011-04-15,12717.0,56.0,718.0,12124.714285714286,12686.233333333334,2011,4,15,4,False
2011-04-16,0.0,0.0,0.0,12124.714285714286,11987.066666666668,2011,4,15,5,True
2011-04-17,8136.0,42.0,620.0,12486.57142857143,11793.666666666666,2011,4,15,6,True
2011-04-18,29825.0,69.0,1275.0,14799.857142857143,12787.833333333334,2011,4,16,0,False
2011-04-19,14461.0,59.0,984.0,14678.42857142857,12801.933333333332,2011,4,16,1,False
2011-04-20,18371.0,63.0,588.0,14624.0,13071.233333333334,2011,4,16,2,False
2011-04-21,18210.0,77.0,941.0,14531.42857142857,13126.633333333333,2011,4,16,3,False
2011-04-22,0.0,0.0,0.0,12714.714285714286,12647.5,2011,4,16,4,False
2011-04-23,0.0,0.0,0.0,12714.714285714286,12042.033333333333,2011,4,16,5,True
2011-04-24,0.0,0.0,0.0,11552.42857142857,11572.6,2011,4,16,6,True
2011-04-25,0.0,0.0,0.0,7291.714285714285,11572.6,2011,4,17,0,False
2011-04-26,16135.0,71.0,923.0,7530.857142857143,11960.566666666668,2011,4,17,1,False
2011-04-27,18218.0,65.0,785.0,7509.0,12160.433333333332,2011,4,17,2,False
2011-04-28,13396.0,59.0,713.0,6821.285714285715,11513.533333333333,2011,4,17,3,False
2011-04-29,0.0,0.0,0.0,6821.285714285715,10826.166666666666,2011,4,17,4,False
2011-04-30,0.0,0.0,0.0,6821.285714285715,10265.1,2011,4,17,5,True
2011-05-01,3814.0,18.0,357.0,7366.142857142857,9776.933333333332,2011,5,17,6,True
2011-05-02,0.0,0.0,0.0,7366.142857142857,9776.933333333332,2011,5,18,0,False
2011-05-03,12454.0,66.0,743.0,6840.285714285715,10003.466666666667,2011,5,18,1,False
2011-05-04,17363.0,65.0,695.0,6718.142857142857,10115.433333333332,2011,5,18,2,False
2011-05-05,17436.0,89.0,902.0,7295.285714285715,10178.033333333333,2011,5,18,3,False
2011-05-06,19945.0,82.0,1019.0,10144.57142857143,10537.666666666666,2011,5,18,4,False
2011-05-07,0.0,0.0,0.0,10144.57142857143,10187.4,2011,5,18,5,True
2011-05-08,10621.0,63.0,739.0,11117.0,10108.6,2011,5,18,6,True
2011-05-09,13354.0,71.0,859.0,13024.714285714286,10553.733333333334,2011,5,19,0,False
2011-05-10,19784.0,96.0,932.0,14071.857142857143,11026.433333333332,2011,5,19,1,False
2011-05-11,18894.0,80.0,829.0,14290.57142857143,11201.833333333334,2011,5,19,2,False
2011-05-12,37774.0,86.0,947.0,17196.0,11950.6,2011,5,19,3,False
2011-05-13,15217.0,73.0,779.0,16520.571428571428,11832.766666666666,2011,5,19,4,False
2011-05-14,0.0,0.0,0.0,16520.571428571428,11204.166666666666,2011,5,19,5,True
2011-05-15,4895.0,31.0,575.0,15702.57142857143,10943.433333333332,2011,5,19,6,True
2011-05-16,16019.0,68.0,793.0,16083.285714285714,11477.4,2011,5,20,0,False
2011-05-17,26769.0,82.0,873.0,17081.14285714286,12098.5,2011,5,20,1,False
2011-05-18,19013.0,73.0,717.0,17098.14285714286,11738.1,2011,5,20,2,False
2011-05-19,18124.0,99.0,878.0,14291.0,11860.2,2011,5,20,3,False
2011-05-20,15348.0,71.0,604.0,14309.714285714286,11759.433333333332,2011,5,20,4,False
2011-05-21,0.0,0.0,0.0,14309.714285714286,11152.433333333332,2011,5,20,5,True
2011-05-22,12645.0,61.0,875.0,15416.857142857143,11573.933333333332,2011,5,20,6,True
2011-05-23,18169.0,68.0,825.0,15724.0,12179.566666666668,2011,5,21,0,False
2011-05-24,15936.0,68.0,913.0,14176.42857142857,12710.766666666666,2011,5,21,1,False
2011-05-25,13163.0,65.0,703.0,13340.714285714286,13149.533333333333,2011,5,21,2,False
2011-05-26,16264.0,64.0,547.0,13075.0,13153.833333333334,2011,5,21,3,False
2011-05-27,16209.0,64.0,643.0,13198.0,13086.866666666667,2011,5,21,4,False
2011-05-28,0.0,0.0,0.0,13198.0,12640.333333333334,2011,5,21,5,True
2011-05-29,4067.0,24.0,443.0,11972.57142857143,12775.9,2011,5,21,6,True
2011-05-30,0.0,0.0,0.0,9377.0,12775.9,2011,5,22,0,False
2011-05-31,11724.0,54.0,739.0,8775.285714285714,13039.566666666668,2011,5,22,1,False
2011-06-01,10965.0,42.0,822.0,8461.285714285714,13405.066666666668,2011,6,22,2,False
2011-06-02,14586.0,52.0,858.0,8221.57142857143,13476.133333333333,2011,6,22,3,False
2011-06-03,7679.0,44.0,559.0,7003.0,13153.333333333334,2011,6,22,4,False
2011-06-04,0.0,0.0,0.0,7003.0,12572.133333333333,2011,6,22,5,True
2011-06-05,13397.0,67.0,755.0,8335.857142857143,12353.866666666667,2011,6,22,6,True
2011-06-06,9459.0,57.0,736.0,9687.142857142857,12669.166666666666,2011,6,23,0,False
2011-06-07,18731.0,78.0,986.0,10688.142857142857,12939.5,2011,6,23,1,False
2011-06-08,21260.0,99.0,1043.0,12158.857142857143,13203.033333333333,2011,6,23,2,False
2011-06-09,28265.0,85.0,990.0,14113.0,13485.733333333334,2011,6,23,3,False
2011-06-10,10669.0,50.0,639.0,14540.142857142857,13211.566666666668,2011,6,23,4,False
2011-06-11,0.0,0.0,0.0,14540.142857142857,11952.433333333332,2011,6,23,5,True
2011-06-12,9457.0,39.0,649.0,13977.285714285714,11760.433333333332,2011,6,23,6,True
2011-06-13,11291.0,59.0,822.0,14239.0,12136.8,2011,6,24,0,False
2011-06-14,14602.0,57.0,876.0,13649.142857142857,12460.366666666667,2011,6,24,1,False
2011-06-15,30381.0,59.0,906.0,14952.142857142857,12939.1,2011,6,24,2,False
2011-06-16,20272.0,83.0,852.0,13810.285714285714,12722.533333333333,2011,6,24,3,False
2011-06-17,11753.0,52.0,574.0,13965.142857142857,12480.533333333333,2011,6,24,4,False
2011-06-18,0.0,0.0,0.0,13965.142857142857,11876.4,2011,6,24,5,True
2011-06-19,15069.0,60.0,721.0,14766.857142857143,11867.1,2011,6,24,6,True
2011-06-20,16599.0,74.0,997.0,15525.142857142857,12420.4,2011,6,25,0,False
2011-06-21,14183.0,55.0,843.0,15465.285714285714,12471.666666666666,2011,6,25,1,False
2011-06-22,15818.0,60.0,646.0,13384.857142857143,12393.3,2011,6,25,2,False
2011-06-23,14670.0,72.0,960.0,12584.57142857143,12351.1,2011,6,25,3,False
2011-06-24,9981.0,51.0,647.0,12331.42857142857,12245.033333333333,2011,6,25,4,False
2011-06-25,0.0,0.0,0.0,12331.42857142857,11702.9,2011,6,25,5,True
2011-06-26,3760.0,26.0,536.0,10715.857142857143,11287.933333333332,2011,6,25,6,True
2011-06-27,9898.0,45.0,712.0,9758.57142857143,11617.866666666667,2011,6,26,0,False
2011-06-28,21747.0,55.0,605.0,10839.142857142857,12207.2,2011,6,26,1,False
2011-06-29,12070.0,42.0,978.0,10303.714285714286,12609.533333333333,2011,6,26,2,False
2011-06-30,21949.0,70.0,939.0,11343.57142857143,12950.366666666667,2011,6,26,3,False
2011-07-01,7641.0,49.0,585.0,11009.285714285714,12839.566666666668,2011,7,26,4,False
2011-07-02,0.0,0.0,0.0,11009.285714285714,12353.366666666667,2011,7,26,5,True
2011-07-03,3091.0,25.0,421.0,10913.714285714286,12200.433333333332,2011,7,26,6,True
2011-07-04,15698.0,52.0,1100.0,11742.285714285714,12723.7,2011,7,27,0,False
2011-07-05,22092.0,73.0,1144.0,11791.57142857143,13013.533333333333,2011,7,27,1,False
2011-07-06,19165.0,70.0,999.0,12805.142857142857,13337.066666666668,2011,7,27,2,False
2011-07-07,19141.0,76.0,1045.0,12404.0,13350.733333333334,2011,7,27,3,False
2011-07-08,12707.0,65.0,906.0,13127.714285714286,13065.633333333333,2011,7,27,4,False
2011-07-09,0.0,0.0,0.0,13127.714285714286,12123.466666666667,2011,7,27,5,True
2011-07-10,4204.0,24.0,601.0,13286.714285714286,11907.966666666667,2011,7,27,6,True
2011-07-11,15106.0,52.0,926.0,13202.142857142857,12411.5,2011,7,28,0,False
2011-07-12,13954.0,53.0,976.0,12039.57142857143,12561.4,2011,7,28,1,False
2011-07-13,16267.0,59.0,946.0,11625.57142857143,12727.266666666666,2011,7,28,2,False
2011-07-14,17524.0,71.0,952.0,11394.57142857143,12824.666666666666,2011,7,28,3,False
2011-07-15,7310.0,42.0,839.0,10623.57142857143,12055.633333333333,2011,7,28,4,False
2011-07-16,0.0,0.0,0.0,10623.57142857143,11379.9,2011,7,28,5,True
2011-07-17,11019.0,51.0,750.0,11597.142857142857,11355.433333333332,2011,7,28,6,True
2011-07-18,15098.0,65.0,1185.0,11596.0,11858.7,2011,7,29,0,False
2011-07-19,29168.0,67.0,851.0,13769.42857142857,12328.666666666666,2011,7,29,1,False
2011-07-20,17676.0,58.0,1050.0,13970.714285714286,12364.566666666668,2011,7,29,2,False
2011-07-21,19907.0,76.0,869.0,14311.142857142857,12555.366666666667,2011,7,29,3,False
2011-07-22,10270.0,43.0,875.0,14734.0,12370.433333333332,2011,7,29,4,False
2011-07-23,0.0,0.0,0.0,14734.0,11881.433333333332,2011,7,29,5,True
2011-07-24,17661.0,58.0,649.0,15682.857142857143,12137.433333333332,2011,7,29,6,True
2011-07-25,16095.0,59.0,1020.0,15825.285714285714,12673.933333333332,2011,7,30,0,False
2011-07-26,13709.0,53.0,763.0,13616.857142857143,13005.566666666668,2011,7,30,1,False
2011-07-27,13962.0,48.0,747.0,13086.285714285714,13141.033333333333,2011,7,30,2,False
2011-07-28,30256.0,80.0,858.0,14564.714285714286,13424.666666666666,2011,7,30,3,False
2011-07-29,11559.0,64.0,682.0,14748.857142857143,13407.633333333333,2011,7,30,4,False
2011-07-30,0.0,0.0,0.0,14748.857142857143,12676.0,2011,7,30,5,True
2011-07-31,19413.0,42.0,789.0,14999.142857142857,13068.4,2011,7,30,6,True
2011-08-01,11669.0,40.0,761.0,14366.857142857143,13457.366666666667,2011,8,31,0,False
2011-08-02,15718.0,44.0,848.0,14653.857142857143,13878.266666666666,2011,8,31,1,False
