Date,Total_Quantity,Invoice_Count,SKU_Count,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Month,Week_Of_Year,Day_Of_Week,Is_Weekend,Total_Quantity_raw
27-10-2010,16197,72,962,16145.28571,21099.06667,2010,10,43,2,FALSE,16197
28-10-2010,14298,63,883,15645.28571,20787.86667,2010,10,43,3,FALSE,14298
29-10-2010,25578,83,972,15996.71429,20949.26667,2010,10,43,4,FALSE,25578
30-10-2010,0,0,0,15996.71429,20121.46667,2010,10,43,5,TRUE,0
31-10-2010,16352,83,1149,16126.28571,19926.1,2010,10,43,6,TRUE,16352
01-11-2010,14127,62,1115,16075.14286,20397,2010,11,44,0,FALSE,14127
02-11-2010,24166,91,1048,15816.85714,20524.43333,2010,11,44,1,FALSE,24166
03-11-2010,23637,87,1027,16879.71429,20528.03333,2010,11,44,2,FALSE,23637
04-11-2010,57628.5,132,1361,23447,21375.16667,2010,11,44,3,FALSE,60269
05-11-2010,22449,75,1033,23000,21394,2010,11,44,4,FALSE,22449
06-11-2010,0,0,0,23000,20391.6,2010,11,44,5,TRUE,0
07-11-2010,18428,82,1106,23296.57143,19624.5,2010,11,44,6,TRUE,18428
08-11-2010,32397,82,1216,25906.57143,20704.4,2010,11,45,0,FALSE,32397
09-11-2010,35361,121,1109,27505.85714,21469.3,2010,11,45,1,FALSE,35361
10-11-2010,35184,131,1478,29155.42857,21811.66667,2010,11,45,2,FALSE,35184
11-11-2010,34397,129,1274,25459.42857,21973.86667,2010,11,45,3,FALSE,34397
12-11-2010,23217,111,1275,25569.14286,21411.2,2010,11,45,4,FALSE,23217
13-11-2010,0,0,0,25569.14286,20173.76667,2010,11,45,5,TRUE,0
14-11-2010,17295,90,1226,25407.28571,20005.26667,2010,11,45,6,TRUE,17295
15-11-2010,37969,103,1412,26203.28571,21270.9,2010,11,46,0,FALSE,37969
16-11-2010,39307,108,1366,26767,21948.53333,2010,11,46,1,FALSE,39307
17-11-2010,28549,119,1265,25819.14286,22242.66667,2010,11,46,2,FALSE,28549
18-11-2010,21366,104,1207,23957.57143,22046.73333,2010,11,46,3,FALSE,21366
19-11-2010,25313,108,1120,24257,22089.2,2010,11,46,4,FALSE,25313
20-11-2010,0,0,0,24257,21495.93333,2010,11,46,5,TRUE,0
21-11-2010,17985,96,1286,24355.57143,21324.83333,2010,11,46,6,TRUE,17985
22-11-2010,19775,93,1338,21756.42857,21984,2010,11,47,0,FALSE,19775
23-11-2010,26947,132,1422,19990.71429,22367.4,2010,11,47,1,FALSE,26947
24-11-2010,28754,133,1337,20020,22843.03333,2010,11,47,2,FALSE,28754
25-11-2010,38054,153,1238,22404,23245.7,2010,11,47,3,FALSE,38054
26-11-2010,17394,84,1161,21272.71429,23285.6,2010,11,47,4,FALSE,17394
27-11-2010,0,0,0,21272.71429,22809,2010,11,47,5,TRUE,0
28-11-2010,16298,91,1134,21031.71429,22499.66667,2010,11,47,6,TRUE,16298
29-11-2010,39991,107,1525,23919.71429,23832.7,2010,11,48,0,FALSE,39991
30-11-2010,26532,123,953,23860.42857,24172.03333,2010,11,48,1,FALSE,26532
01-12-2010,26818,127,1340,23583.85714,24595.06667,2010,12,48,2,FALSE,26818
02-12-2010,31264,142,923,22613.85714,24831.66667,2010,12,48,3,FALSE,31264
03-12-2010,16158,68,1133,22437.28571,24582.36667,2010,12,48,4,FALSE,16158
04-12-2010,0,0,0,22437.28571,22573.4,2010,12,48,5,TRUE,0
05-12-2010,16242,88,1142,22429.28571,22366.5,2010,12,48,6,TRUE,16242
06-12-2010,21619,102,1471,19804.71429,23087.13333,2010,12,49,0,FALSE,21619
07-12-2010,25180,84,1277,19611.57143,23312.2,2010,12,49,1,FALSE,25180
08-12-2010,23041,116,1200,19072,23000.33333,2010,12,49,2,FALSE,23041
09-12-2010,19898,107,1258,17448.28571,22484.9,2010,12,49,3,FALSE,19898
10-12-2010,20973,77,1264,18136.14286,22011.2,2010,12,49,4,FALSE,20973
11-12-2010,0,0,0,18136.14286,20864.63333,2010,12,49,5,TRUE,0
12-12-2010,10537,44,800,17321.14286,20441.96667,2010,12,49,6,TRUE,10537
13-12-2010,17701,70,1169,16761.42857,21032,2010,12,50,0,FALSE,17701
14-12-2010,20255,90,1010,16057.85714,21130.66667,2010,12,50,1,FALSE,20255
15-12-2010,18453,74,755,15402.42857,20480.13333,2010,12,50,2,FALSE,18453
16-12-2010,29860,121,922,16825.57143,20165.23333,2010,12,50,3,FALSE,29860
17-12-2010,16935,66,1368,16248.71429,19778.1,2010,12,50,4,FALSE,16935
18-12-2010,0,0,0,16248.71429,19065.9,2010,12,50,5,TRUE,0
19-12-2010,3734,23,390,15276.85714,18346.6,2010,12,50,6,TRUE,3734
20-12-2010,14914,61,924,14878.71429,18843.73333,2010,12,51,0,FALSE,14914
21-12-2010,15605,55,821,14214.42857,18764.4,2010,12,51,1,FALSE,15605
22-12-2010,3080,17,193,12018.28571,18207.9,2010,12,51,2,FALSE,3080
23-12-2010,5752,27,785,8574.285714,17501.4,2010,12,51,3,FALSE,5752
24-12-2010,0,0,0,6155,16542.93333,2010,12,51,4,FALSE,0
25-12-2010,0,0,0,6155,15274.46667,2010,12,51,5,TRUE,0
26-12-2010,0,0,0,5621.571429,14694.66667,2010,12,51,6,TRUE,0
27-12-2010,0,0,0,3491,14694.66667,2010,12,52,0,FALSE,0
28-12-2010,0,0,0,1261.714286,14151.4,2010,12,52,1,FALSE,0
29-12-2010,0,0,0,821.7142857,12818.36667,2010,12,52,2,FALSE,0
30-12-2010,0,0,0,0,11933.96667,2010,12,52,3,FALSE,0
31-12-2010,0,0,0,0,11040.03333,2010,12,52,4,FALSE,0
01-01-2011,0,0,0,0,9997.9,2011,1,52,5,TRUE,0
02-01-2011,0,0,0,0,9459.3,2011,1,52,6,TRUE,0
03-01-2011,0,0,0,0,9459.3,2011,1,1,0,FALSE,0
04-01-2011,8630,36,819,1232.857143,9205.566667,2011,1,1,1,FALSE,8630
05-01-2011,19769,55,992,4057,9143.9,2011,1,1,2,FALSE,19769
06-01-2011,23124,50,998,7360.428571,9075.366667,2011,1,1,3,FALSE,23124
07-01-2011,17160,53,1031,9811.857143,8879.333333,2011,1,1,4,FALSE,17160
08-01-2011,0,0,0,9811.857143,8216.066667,2011,1,1,5,TRUE,0
09-01-2011,8125,48,640,10972.57143,7787.8,2011,1,1,6,TRUE,8125
10-01-2011,12861,39,1096,12809.85714,8216.5,2011,1,2,0,FALSE,12861
11-01-2011,28437,58,943,15639.42857,8813.166667,2011,1,2,1,FALSE,28437
12-01-2011,10606,45,1078,14330.42857,8576.666667,2011,1,2,2,FALSE,10606
13-01-2011,10171,44,949,12480,8240.533333,2011,1,2,3,FALSE,10171
14-01-2011,23139,47,898,13334.14286,8396.733333,2011,1,2,4,FALSE,23139
15-01-2011,0,0,0,13334.14286,7401.4,2011,1,2,5,TRUE,0
16-01-2011,4086,25,422,12757.14286,6973.1,2011,1,2,6,TRUE,4086
17-01-2011,13375,51,1211,12830.57143,7418.933333,2011,1,3,0,FALSE,13375
18-01-2011,57628.5,41,892,20620.14286,10059.93333,2011,1,3,1,FALSE,82964
19-01-2011,17354,35,951,21584.14286,10141.26667,2011,1,3,2,FALSE,17354
20-01-2011,10475,39,950,21627.57143,9970.266667,2011,1,3,3,FALSE,10475
21-01-2011,15302,39,963,20508,10377.66667,2011,1,3,4,FALSE,15302
22-01-2011,0,0,0,20508,10185.93333,2011,1,3,5,TRUE,0
23-01-2011,5200,27,568,20667.14286,10359.26667,2011,1,3,6,TRUE,5200
24-01-2011,11955,53,846,20464.28571,10757.76667,2011,1,4,0,FALSE,11955
25-01-2011,15538,67,873,10832,11275.7,2011,1,4,1,FALSE,15538
26-01-2011,10931,56,761,9914.428571,11640.06667,2011,1,4,2,FALSE,10931
27-01-2011,11266,52,855,10027.42857,12015.6,2011,1,4,3,FALSE,11266
28-01-2011,9842,40,584,9247.428571,12343.66667,2011,1,4,4,FALSE,9842
29-01-2011,0,0,0,9247.428571,12343.66667,2011,1,4,5,TRUE,0
30-01-2011,3383,24,483,8987.857143,12456.43333,2011,1,4,6,TRUE,3383
31-01-2011,13406,62,840,9195.142857,12903.3,2011,1,5,0,FALSE,13406
01-02-2011,15814,63,830,9234.571429,13430.43333,2011,2,5,1,FALSE,15814
02-02-2011,9706,63,795,9059.571429,13753.96667,2011,2,5,2,FALSE,9706
03-02-2011,15712,46,598,9694.714286,13990.03333,2011,2,5,3,FALSE,15712
04-02-2011,12695,52,739,10102.28571,13754.23333,2011,2,5,4,FALSE,12695
05-02-2011,0,0,0,10102.28571,12983.43333,2011,2,5,5,TRUE,0
06-02-2011,2036,11,220,9909.857143,12479.3,2011,2,5,6,TRUE,2036
07-02-2011,9128,42,803,9298.714286,12783.56667,2011,2,6,0,FALSE,9128
08-02-2011,10100,45,758,8482.428571,12849.4,2011,2,6,1,FALSE,10100
09-02-2011,7164,29,602,8119.285714,12659.5,2011,2,6,2,FALSE,7164
10-02-2011,11876,41,504,7571.285714,12107.46667,2011,2,6,3,FALSE,11876
11-02-2011,10520,45,621,7260.571429,12104.6,2011,2,6,4,FALSE,10520
12-02-2011,0,0,0,7260.571429,11765.56667,2011,2,6,5,TRUE,0
13-02-2011,2723,20,425,7358.714286,11085.03333,2011,2,6,6,TRUE,2723
14-02-2011,13567,42,713,7992.857143,11537.26667,2011,2,7,0,FALSE,13567
15-02-2011,22669,58,809,9788.428571,12156.7,2011,2,7,1,FALSE,22669
16-02-2011,16117,63,698,11067.42857,12248.1,2011,2,7,2,FALSE,16117
17-02-2011,14413,68,875,11429.85714,9963.066667,2011,2,7,3,FALSE,14413
18-02-2011,9149,39,594,11234,9689.566667,2011,2,7,4,FALSE,9149
19-02-2011,0,0,0,11234,9340.4,2011,2,7,5,TRUE,0
20-02-2011,5218,26,593,11590.42857,9004.266667,2011,2,7,6,TRUE,5218
21-02-2011,21533,38,811,12728.42857,9722.033333,2011,2,8,0,FALSE,21533
22-02-2011,21893,52,893,12617.57143,10278.46667,2011,2,8,1,FALSE,21893
23-02-2011,13742,63,860,12278.28571,10338.03333,2011,2,8,2,FALSE,13742
24-02-2011,11891,55,775,11918,10216.46667,2011,2,8,3,FALSE,11891
25-02-2011,10572,49,592,12121.28571,10204.5,2011,2,8,4,FALSE,10572
26-02-2011,0,0,0,12121.28571,9828.966667,2011,2,8,5,TRUE,0
27-02-2011,4823,33,566,12064.85714,9661.666667,2011,2,8,6,TRUE,4823
28-02-2011,9873,57,906,10399.14286,9990.766667,2011,2,9,0,FALSE,9873
01-03-2011,12137,62,844,9005.428571,10282.56667,2011,3,9,1,FALSE,12137
02-03-2011,8612,43,543,8272.571429,10122.76667,2011,3,9,2,FALSE,8612
03-03-2011,20075,49,793,9441.714286,10264.8,2011,3,9,3,FALSE,20075
04-03-2011,13560,49,717,9868.571429,10393.26667,2011,3,9,4,FALSE,13560
05-03-2011,0,0,0,9868.571429,9869.533333,2011,3,9,5,TRUE,0
06-03-2011,5027,27,510,9897.714286,9613.933333,2011,3,9,6,TRUE,5027
07-03-2011,14006,68,1045,10488.14286,10080.8,2011,3,10,0,FALSE,14006
08-03-2011,14537,48,883,10831,10497.5,2011,3,10,1,FALSE,14537
09-03-2011,11861,53,755,11295.14286,10588.6,2011,3,10,2,FALSE,11861
10-03-2011,15583,57,656,10653.42857,10771.36667,2011,3,10,3,FALSE,15583
11-03-2011,10521,53,605,10219.28571,10883.26667,2011,3,10,4,FALSE,10521
12-03-2011,0,0,0,10219.28571,10487.4,2011,3,10,5,TRUE,0
13-03-2011,2733,16,416,9891.571429,10227.83333,2011,3,10,6,TRUE,2733
14-03-2011,16737,50,679,10281.71429,10785.73333,2011,3,11,0,FALSE,16737
15-03-2011,8941,52,722,9482.285714,10993,2011,3,11,1,FALSE,8941
16-03-2011,12883,52,582,9628.285714,10970.2,2011,3,11,2,FALSE,12883
17-03-2011,20975,62,1064,10398.57143,10913.73333,2011,3,11,3,FALSE,20975
18-03-2011,13938,64,765,10886.71429,10841.1,2011,3,11,4,FALSE,13938
19-03-2011,0,0,0,10886.71429,10360.66667,2011,3,11,5,TRUE,0
20-03-2011,14038,60,861,12501.71429,10523.63333,2011,3,11,6,TRUE,14038
21-03-2011,10292,53,627,11581,10866.7,2011,3,12,0,FALSE,10292
22-03-2011,16548,53,1140,12667.71429,11244.36667,2011,3,12,1,FALSE,16548
23-03-2011,14374,63,773,12880.71429,11005.73333,2011,3,12,2,FALSE,14374
24-03-2011,18164,68,781,12479.14286,10881.43333,2011,3,12,3,FALSE,18164
25-03-2011,14083,56,800,12499.85714,10892.8,2011,3,12,4,FALSE,14083
26-03-2011,0,0,0,12499.85714,10496.43333,2011,3,12,5,TRUE,0
27-03-2011,4496,32,503,11136.71429,10293.9,2011,3,12,6,TRUE,4496
28-03-2011,12222,61,891,11412.42857,10701.3,2011,3,13,0,FALSE,12222
29-03-2011,32803,62,970,13734.57143,11633.96667,2011,3,13,1,FALSE,32803
30-03-2011,20621,75,877,14627,11992.23333,2011,3,13,2,FALSE,20621
31-03-2011,16832,66,869,14436.71429,12148.73333,2011,3,13,3,FALSE,16832
01-04-2011,18459,75,742,15061.85714,12476.96667,2011,4,13,4,FALSE,18459
02-04-2011,0,0,0,15061.85714,11807.8,2011,4,13,5,TRUE,0
03-04-2011,5658,20,523,15227.85714,11544.4,2011,4,13,6,TRUE,5658
04-04-2011,14004,59,907,15482.42857,12011.2,2011,4,14,0,FALSE,14004
05-04-2011,15558,52,705,13018.85714,12362.23333,2011,4,14,1,FALSE,15558
06-04-2011,9156,40,713,11381,12200.56667,2011,4,14,2,FALSE,9156
07-04-2011,10508,64,832,10477.57143,12066.26667,2011,4,14,3,FALSE,10508
08-04-2011,12985,71,825,9695.571429,12103.73333,2011,4,14,4,FALSE,12985
09-04-2011,0,0,0,9695.571429,11584.3,2011,4,14,5,TRUE,0
10-04-2011,5603,32,635,9687.714286,11420.36667,2011,4,14,6,TRUE,5603
11-04-2011,13632,64,756,9634.571429,11874.76667,2011,4,15,0,FALSE,13632
12-04-2011,15311,62,647,9599.285714,12294.03333,2011,4,15,1,FALSE,15311
13-04-2011,18752,60,662,10970.14286,12361.2,2011,4,15,2,FALSE,18752
14-04-2011,18858,86,770,12163,12691.76667,2011,4,15,3,FALSE,18858
15-04-2011,12717,56,718,12124.71429,12686.23333,2011,4,15,4,FALSE,12717
16-04-2011,0,0,0,12124.71429,11987.06667,2011,4,15,5,TRUE,0
17-04-2011,8136,42,620,12486.57143,11793.66667,2011,4,15,6,TRUE,8136
18-04-2011,29825,69,1275,14799.85714,12787.83333,2011,4,16,0,FALSE,29825
19-04-2011,14461,59,984,14678.42857,12801.93333,2011,4,16,1,FALSE,14461
20-04-2011,18371,63,588,14624,13071.23333,2011,4,16,2,FALSE,18371
21-04-2011,18210,77,941,14531.42857,13126.63333,2011,4,16,3,FALSE,18210
22-04-2011,0,0,0,12714.71429,12647.5,2011,4,16,4,FALSE,0
23-04-2011,0,0,0,12714.71429,12042.03333,2011,4,16,5,TRUE,0
24-04-2011,0,0,0,11552.42857,11572.6,2011,4,16,6,TRUE,0
25-04-2011,0,0,0,7291.714286,11572.6,2011,4,17,0,FALSE,0
26-04-2011,16135,71,923,7530.857143,11960.56667,2011,4,17,1,FALSE,16135
27-04-2011,18218,65,785,7509,12160.43333,2011,4,17,2,FALSE,18218
28-04-2011,13396,59,713,6821.285714,11513.53333,2011,4,17,3,FALSE,13396
29-04-2011,0,0,0,6821.285714,10826.16667,2011,4,17,4,FALSE,0
30-04-2011,0,0,0,6821.285714,10265.1,2011,4,17,5,TRUE,0
01-05-2011,3814,18,357,7366.142857,9776.933333,2011,5,17,6,TRUE,3814
02-05-2011,0,0,0,7366.142857,9776.933333,2011,5,18,0,FALSE,0
03-05-2011,12454,66,743,6840.285714,10003.46667,2011,5,18,1,FALSE,12454
04-05-2011,17363,65,695,6718.142857,10115.43333,2011,5,18,2,FALSE,17363
05-05-2011,17436,89,902,7295.285714,10178.03333,2011,5,18,3,FALSE,17436
06-05-2011,19945,82,1019,10144.57143,10537.66667,2011,5,18,4,FALSE,19945
07-05-2011,0,0,0,10144.57143,10187.4,2011,5,18,5,TRUE,0
08-05-2011,10621,63,739,11117,10108.6,2011,5,18,6,TRUE,10621
09-05-2011,13354,71,859,13024.71429,10553.73333,2011,5,19,0,FALSE,13354
10-05-2011,19784,96,932,14071.85714,11026.43333,2011,5,19,1,FALSE,19784
11-05-2011,18894,80,829,14290.57143,11201.83333,2011,5,19,2,FALSE,18894
12-05-2011,37774,86,947,17196,11950.6,2011,5,19,3,FALSE,37774
13-05-2011,15217,73,779,16520.57143,11832.76667,2011,5,19,4,FALSE,15217
14-05-2011,0,0,0,16520.57143,11204.16667,2011,5,19,5,TRUE,0
15-05-2011,4895,31,575,15702.57143,10943.43333,2011,5,19,6,TRUE,4895
16-05-2011,16019,68,793,16083.28571,11477.4,2011,5,20,0,FALSE,16019
17-05-2011,26769,82,873,17081.14286,12098.5,2011,5,20,1,FALSE,26769
18-05-2011,19013,73,717,17098.14286,11738.1,2011,5,20,2,FALSE,19013
19-05-2011,18124,99,878,14291,11860.2,2011,5,20,3,FALSE,18124
20-05-2011,15348,71,604,14309.71429,11759.43333,2011,5,20,4,FALSE,15348
21-05-2011,0,0,0,14309.71429,11152.43333,2011,5,20,5,TRUE,0
22-05-2011,12645,61,875,15416.85714,11573.93333,2011,5,20,6,TRUE,12645
23-05-2011,18169,68,825,15724,12179.56667,2011,5,21,0,FALSE,18169
24-05-2011,15936,68,913,14176.42857,12710.76667,2011,5,21,1,FALSE,15936
25-05-2011,13163,65,703,13340.71429,13149.53333,2011,5,21,2,FALSE,13163
26-05-2011,16264,64,547,13075,13153.83333,2011,5,21,3,FALSE,16264
27-05-2011,16209,64,643,13198,13086.86667,2011,5,21,4,FALSE,16209
28-05-2011,0,0,0,13198,12640.33333,2011,5,21,5,TRUE,0
29-05-2011,4067,24,443,11972.57143,12775.9,2011,5,21,6,TRUE,4067
30-05-2011,0,0,0,9377,12775.9,2011,5,22,0,FALSE,0
31-05-2011,11724,54,739,8775.285714,13039.56667,2011,5,22,1,FALSE,11724
01-06-2011,10965,42,822,8461.285714,13405.06667,2011,6,22,2,FALSE,10965
02-06-2011,14586,52,858,8221.571429,13476.13333,2011,6,22,3,FALSE,14586
03-06-2011,7679,44,559,7003,13153.33333,2011,6,22,4,FALSE,7679
04-06-2011,0,0,0,7003,12572.13333,2011,6,22,5,TRUE,0
05-06-2011,13397,67,755,8335.857143,12353.86667,2011,6,22,6,TRUE,13397
06-06-2011,9459,57,736,9687.142857,12669.16667,2011,6,23,0,FALSE,9459
07-06-2011,18731,78,986,10688.14286,12939.5,2011,6,23,1,FALSE,18731
08-06-2011,21260,99,1043,12158.85714,13203.03333,2011,6,23,2,FALSE,21260
09-06-2011,28265,85,990,14113,13485.73333,2011,6,23,3,FALSE,28265
10-06-2011,10669,50,639,14540.14286,13211.56667,2011,6,23,4,FALSE,10669
11-06-2011,0,0,0,14540.14286,11952.43333,2011,6,23,5,TRUE,0
12-06-2011,9457,39,649,13977.28571,11760.43333,2011,6,23,6,TRUE,9457
13-06-2011,11291,59,822,14239,12136.8,2011,6,24,0,FALSE,11291
14-06-2011,14602,57,876,13649.14286,12460.36667,2011,6,24,1,FALSE,14602
15-06-2011,30381,59,906,14952.14286,12939.1,2011,6,24,2,FALSE,30381
16-06-2011,20272,83,852,13810.28571,12722.53333,2011,6,24,3,FALSE,20272
17-06-2011,11753,52,574,13965.14286,12480.53333,2011,6,24,4,FALSE,11753
18-06-2011,0,0,0,13965.14286,11876.4,2011,6,24,5,TRUE,0
19-06-2011,15069,60,721,14766.85714,11867.1,2011,6,24,6,TRUE,15069
20-06-2011,16599,74,997,15525.14286,12420.4,2011,6,25,0,FALSE,16599
21-06-2011,14183,55,843,15465.28571,12471.66667,2011,6,25,1,FALSE,14183
22-06-2011,15818,60,646,13384.85714,12393.3,2011,6,25,2,FALSE,15818
23-06-2011,14670,72,960,12584.57143,12351.1,2011,6,25,3,FALSE,14670
24-06-2011,9981,51,647,12331.42857,12245.03333,2011,6,25,4,FALSE,9981
25-06-2011,0,0,0,12331.42857,11702.9,2011,6,25,5,TRUE,0
26-06-2011,3760,26,536,10715.85714,11287.93333,2011,6,25,6,TRUE,3760
27-06-2011,9898,45,712,9758.571429,11617.86667,2011,6,26,0,FALSE,9898
28-06-2011,21747,55,605,10839.14286,12207.2,2011,6,26,1,FALSE,21747
29-06-2011,12070,42,978,10303.71429,12609.53333,2011,6,26,2,FALSE,12070
30-06-2011,21949,70,939,11343.57143,12950.36667,2011,6,26,3,FALSE,21949
01-07-2011,7641,49,585,11009.28571,12839.56667,2011,7,26,4,FALSE,7641
02-07-2011,0,0,0,11009.28571,12353.36667,2011,7,26,5,TRUE,0
03-07-2011,3091,25,421,10913.71429,12200.43333,2011,7,26,6,TRUE,3091
04-07-2011,15698,52,1100,11742.28571,12723.7,2011,7,27,0,FALSE,15698
05-07-2011,22092,73,1144,11791.57143,13013.53333,2011,7,27,1,FALSE,22092
06-07-2011,19165,70,999,12805.14286,13337.06667,2011,7,27,2,FALSE,19165
07-07-2011,19141,76,1045,12404,13350.73333,2011,7,27,3,FALSE,19141
08-07-2011,12707,65,906,13127.71429,13065.63333,2011,7,27,4,FALSE,12707
09-07-2011,0,0,0,13127.71429,12123.46667,2011,7,27,5,TRUE,0
10-07-2011,4204,24,601,13286.71429,11907.96667,2011,7,27,6,TRUE,4204
11-07-2011,15106,52,926,13202.14286,12411.5,2011,7,28,0,FALSE,15106
12-07-2011,13954,53,976,12039.57143,12561.4,2011,7,28,1,FALSE,13954
13-07-2011,16267,59,946,11625.57143,12727.26667,2011,7,28,2,FALSE,16267
14-07-2011,17524,71,952,11394.57143,12824.66667,2011,7,28,3,FALSE,17524
15-07-2011,7310,42,839,10623.57143,12055.63333,2011,7,28,4,FALSE,7310
16-07-2011,0,0,0,10623.57143,11379.9,2011,7,28,5,TRUE,0
17-07-2011,11019,51,750,11597.14286,11355.43333,2011,7,28,6,TRUE,11019
18-07-2011,15098,65,1185,11596,11858.7,2011,7,29,0,FALSE,15098
19-07-2011,29168,67,851,13769.42857,12328.66667,2011,7,29,1,FALSE,29168
20-07-2011,17676,58,1050,13970.71429,12364.56667,2011,7,29,2,FALSE,17676
21-07-2011,19907,76,869,14311.14286,12555.36667,2011,7,29,3,FALSE,19907
22-07-2011,10270,43,875,14734,12370.43333,2011,7,29,4,FALSE,10270
23-07-2011,0,0,0,14734,11881.43333,2011,7,29,5,TRUE,0
24-07-2011,17661,58,649,15682.85714,12137.43333,2011,7,29,6,TRUE,17661
25-07-2011,16095,59,1020,15825.28571,12673.93333,2011,7,30,0,FALSE,16095
26-07-2011,13709,53,763,13616.85714,13005.56667,2011,7,30,1,FALSE,13709
27-07-2011,13962,48,747,13086.28571,13141.03333,2011,7,30,2,FALSE,13962
28-07-2011,30256,80,858,14564.71429,13424.66667,2011,7,30,3,FALSE,30256
29-07-2011,11559,64,682,14748.85714,13407.63333,2011,7,30,4,FALSE,11559
30-07-2011,0,0,0,14748.85714,12676,2011,7,30,5,TRUE,0
31-07-2011,19413,42,789,14999.14286,13068.4,2011,7,30,6,TRUE,19413
01-08-2011,11669,40,761,14366.85714,13457.36667,2011,8,31,0,FALSE,11669
02-08-2011,15718,44,848,14653.85714,13878.26667,2011,8,31,1,FALSE,15718
03-08-2011,16499,64,856,15016.28571,13904.96667,2011,8,31,2,FALSE,16499
04-08-2011,41143,82,895,16571.57143,14540,2011,8,31,3,FALSE,41143
05-08-2011,12750,55,836,16741.71429,14326.16667,2011,8,31,4,FALSE,12750
06-08-2011,0,0,0,16741.71429,13688.13333,2011,8,31,5,TRUE,0
07-08-2011,5175,30,403,14707.71429,13437.06667,2011,8,31,6,TRUE,5175
08-08-2011,13336,40,823,14945.85714,13881.6,2011,8,32,0,FALSE,13336
09-08-2011,16258,42,652,15023,14283.4,2011,8,32,1,FALSE,16258
10-08-2011,14414,49,827,14725.14286,14260.33333,2011,8,32,2,FALSE,14414
11-08-2011,39228,69,1045,14451.57143,15102.8,2011,8,32,3,FALSE,39228
12-08-2011,11978,51,711,14341.28571,14959.83333,2011,8,32,4,FALSE,11978
13-08-2011,0,0,0,14341.28571,14375.7,2011,8,32,5,TRUE,0
14-08-2011,3172,25,380,14055.14286,14237.76667,2011,8,32,6,TRUE,3172
15-08-2011,10173,48,614,13603.28571,14576.86667,2011,8,33,0,FALSE,10173
16-08-2011,11184,53,662,12878.42857,14582.36667,2011,8,33,1,FALSE,11184
17-08-2011,25649,54,939,14483.42857,14934.06667,2011,8,33,2,FALSE,25649
18-08-2011,34028,69,854,13740.57143,15096.06667,2011,8,33,3,FALSE,34028
19-08-2011,10664,56,556,13552.85714,14862.33333,2011,8,33,4,FALSE,10664
20-08-2011,0,0,0,13552.85714,14198.76667,2011,8,33,5,TRUE,0
21-08-2011,8081,39,656,14254.14286,14125.8,2011,8,33,6,TRUE,8081
22-08-2011,15542,65,732,15021.14286,14643.86667,2011,8,34,0,FALSE,15542
23-08-2011,15172,64,816,15590.85714,14560.9,2011,8,34,1,FALSE,15172
24-08-2011,29360,76,946,16121,15003.06667,2011,8,34,2,FALSE,29360
25-08-2011,13316,74,751,13162.14286,14989.96667,2011,8,34,3,FALSE,13316
26-08-2011,17125,47,623,14085.14286,15095.4,2011,8,34,4,FALSE,17125
27-08-2011,0,0,0,14085.14286,14086.86667,2011,8,34,5,TRUE,0
28-08-2011,6701,37,734,13888,13924.93333,2011,8,34,6,TRUE,6701
29-08-2011,0,0,0,11667.71429,13924.93333,2011,8,35,0,FALSE,0
30-08-2011,10236,41,1304,10962.57143,13619.03333,2011,8,35,1,FALSE,10236
31-08-2011,12449,47,785,8546.714286,13645.03333,2011,8,35,2,FALSE,12449
01-09-2011,27850,76,774,10623,14049.43333,2011,9,35,3,FALSE,27850
02-09-2011,18433,74,1120,10809.85714,14113.9,2011,9,35,4,FALSE,18433
03-09-2011,0,0,0,10809.85714,12742.46667,2011,9,35,5,TRUE,0
04-09-2011,10920,50,821,11412.57143,12681.46667,2011,9,35,6,TRUE,10920
05-09-2011,22742,68,885,14661.42857,13439.53333,2011,9,36,0,FALSE,22742
06-09-2011,15070,64,706,15352,13769.36667,2011,9,36,1,FALSE,15070
07-09-2011,16390,52,1086,15915,13871.16667,2011,9,36,2,FALSE,16390
08-09-2011,17404,76,933,14422.71429,13909.36667,2011,9,36,3,FALSE,17404
09-09-2011,17358,62,911,14269.14286,14007.5,2011,9,36,4,FALSE,17358
10-09-2011,0,0,0,14269.14286,12699.9,2011,9,36,5,TRUE,0
11-09-2011,20906,75,1017,15695.71429,12997.5,2011,9,36,6,TRUE,20906
12-09-2011,16824,68,901,14850.28571,13558.3,2011,9,37,0,FALSE,16824
13-09-2011,36519,67,1095,17914.42857,14669.86667,2011,9,37,1,FALSE,36519
14-09-2011,14186,68,849,17599.57143,14803.63333,2011,9,37,2,FALSE,14186
15-09-2011,29281,83,1007,19296.28571,15406.86667,2011,9,37,3,FALSE,29281
16-09-2011,15051,50,800,18966.71429,15053.6,2011,9,37,4,FALSE,15051
17-09-2011,0,0,0,18966.71429,13919.33333,2011,9,37,5,TRUE,0
18-09-2011,8937,27,829,17256.85714,13861.76667,2011,9,37,6,TRUE,8937
19-09-2011,29248,71,765,19031.71429,14836.7,2011,9,38,0,FALSE,29248
20-09-2011,43683,70,895,20055.14286,16023.43333,2011,9,38,1,FALSE,43683
21-09-2011,22312,75,1329,21216,16249.1,2011,9,38,2,FALSE,22312
22-09-2011,33144,112,1193,21767.85714,16848.16667,2011,9,38,3,FALSE,33144
