StockCode,Description,Total_Quantity_Sold,Total_Revenue,Avg_Price,First_Sale_Date,Last_Sale_Date,Num_Orders,Num_Countries_Sold,SKU_Demand_Velocity,Return_Rate,Average_Daily_Demand,Gross_Quantity,Return_Quantity,Net_Quantity,Product_Lifespan_Days
21447,12 IVORY ROSE PEG PLACE SETTINGS,2776,3842.63,1.625014663,03-12-2009,21-09-2011,336,9,11.19354839,0.000372995,4.218844985,2681,1,2680,658
21448,12 DAISY PEGS IN WOOD BOX,955,1640.17,1.878046512,02-12-2009,16-10-2011,211,2,5.584795322,0,1.39619883,930,0,930,684
21450,DISTRESSED CANDLE STICK WHITE,13,77.35,5.95,03-12-2009,20-12-2009,3,1,4.333333333,-0.588235294,0.722222222,-17,10,-27,18
21452,TOADSTOOL MONEY BOX,1875,5731.33,3.463038278,18-03-2010,08-12-2011,408,16,6.970260223,0.022529442,2.971473851,1953,44,1909,631
21454,PAINTED PINK RABBIT ,937,807.6,0.906497462,11-01-2010,08-12-2011,194,3,6.992537313,0.012779553,1.344332855,939,12,927,697
21455,PAINTED YELLOW WOODEN DAISY,901,797.27,0.935146199,28-01-2010,07-12-2011,167,2,7.385245902,0.018867925,1.326951399,901,17,884,679
21456,2 PICTURE BOOK EGGS EASTER CHICKS,738,776.05,1.447878788,04-12-2009,07-12-2011,65,4,13.9245283,0.001355014,1.005449591,738,1,737,734
21457,2 PICTURE BOOK EGGS EASTER DUCKS,685,716,1.544769231,04-12-2009,09-11-2011,65,4,12.9245283,0,0.970254958,686,0,686,706
21458,2 PICTURE BOOK EGGS EASTER BUNNY,768,849.24,1.635,04-12-2009,09-11-2011,88,5,11.46268657,0,1.087818697,768,0,768,706
21459,YELLOW EASTER EGG HUNT START POST,263,520.55,2.300909091,28-01-2010,18-04-2011,44,2,6.414634146,0.068441065,0.589686099,263,18,245,446
21460,GREEN EASTER EGG HUNT START POST,113,249.65,2.365555556,29-01-2010,23-03-2011,27,2,4.346153846,0.07079646,0.269689737,113,8,105,419
21461,BLUE EASTER EGG HUNT START POST,82,171.04,2.336086957,29-01-2010,06-04-2011,23,2,3.727272727,0.060240964,0.189376443,83,5,78,433
21462,"NURSERY A,B,C PAINTED LETTERS",413,2425.41,6.878888889,04-12-2009,09-12-2011,171,8,2.80952381,0.014150943,0.561141304,424,6,418,736
21463,MIRRORED DISCO BALL ,1349,7484.81,6.564735099,01-12-2009,07-12-2011,302,7,5.942731278,0.056704981,1.830393487,1305,74,1231,737
21464,DISCO BALL ROTATOR BATTERY OPERATED,539,2286.75,4.245391705,02-12-2009,01-12-2011,217,6,3.011173184,0.0375,0.738356164,560,21,539,730
21465,PINK FLOWER CROCHET FOOD COVER,793,2875.64,4.030588235,01-12-2009,01-12-2011,187,3,5.183006536,0.002512563,1.084815321,796,2,794,731
21466,RED FLOWER CROCHET FOOD COVER,927,3479.79,3.984782609,01-12-2009,08-12-2011,275,4,4.213636364,0,1.256097561,937,0,937,738
21467,CHERRY CROCHET FOOD COVER,1025,3263.75,4.033984375,01-12-2009,09-12-2011,254,9,5.256410256,0.004849661,1.387009472,1031,5,1026,739
21468,BUTTERFLY CROCHET FOOD COVER,669,2361.39,4.018827586,02-12-2009,29-11-2011,142,3,5.39516129,0.00297619,0.918956044,672,2,670,728
21469,POLKA DOT RAFFIA FOOD COVER,1165,3482.01,3.972095238,01-12-2009,07-12-2011,210,4,6.812865497,0.042625746,1.5807327,1173,50,1123,737
21470,FLOWER VINE RAFFIA FOOD COVER,1102,4190.93,4.200248447,01-12-2009,08-12-2011,319,6,4.534979424,0.008028546,1.493224932,1121,9,1112,738
21471,STRAWBERRY RAFFIA FOOD COVER,1406,5095.63,3.920752351,01-12-2009,09-12-2011,319,7,6.248888889,0.002818887,1.902571042,1419,4,1415,739
21472,LADYBIRD + BEE RAFFIA FOOD COVER,1056,4077.82,4.395017422,01-12-2009,15-07-2011,285,6,5.528795812,0,1.783783784,926,0,926,592
21473,SWEETHEART CREAM STEEL TABLE RECT,157,3212.16,20.839,13-12-2009,20-11-2011,90,3,2.121621622,0.025477707,0.221751412,157,4,153,708
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,210,4189.5,19.95,21-01-2010,12-09-2010,94,4,3,0.034653465,0.893617021,202,7,195,235
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,1,14.95,14.95,16-12-2009,16-12-2009,1,1,1,0,1,0,1,-1,1
21476,STEEL SWEETHEART ROUND TABLE CREAM,142,2219.51,16.436,19-01-2010,19-10-2011,85,4,1.972222222,0.013888889,0.222222222,144,2,142,639
21477,STRING OF 20 ROSE LIGHTS,273,3248.94,14.87266667,01-12-2009,31-03-2010,45,2,12.40909091,0.079861111,2.256198347,288,23,265,121
21478,SILVER SKULL HOT WATER BOTTLE ,204,854.23,4.420537634,01-12-2009,31-10-2010,92,2,3.4,0.002386635,0.608955224,419,1,418,335
21479,WHITE SKULL HOT WATER BOTTLE ,6219,31079.8,4.686652587,01-12-2009,09-12-2011,930,10,26.92207792,0.026008493,8.415426252,7536,196,7340,739
21480,PINK STRIPE HOT WATER BOTTLE,285,899.52,3.835,01-12-2009,22-12-2009,57,1,16.76470588,0.022813688,12.95454545,263,6,257,22
21481,FAWN BLUE HOT WATER BOTTLE,8174,25613.45,3.765328947,01-12-2009,09-12-2011,1050,18,23.09039548,0.093713484,11.0608931,8558,802,7756,739
21482,MUSHROOM BLUE HOT WATER BOTTLE,740,2296.76,3.629513514,01-12-2009,17-10-2010,184,9,7.628865979,0.009803922,2.30529595,612,6,606,321
21484,CHICK GREY HOT WATER BOTTLE,4584,18171.14,4.573588571,01-12-2009,09-12-2011,864,13,13.64285714,0.012512413,6.202976996,5035,63,4972,739
21485,RED SPOT HEART HOT WATER BOTTLE,7593,37078.67,5.467250177,01-12-2009,09-12-2011,1385,18,19.12594458,0.004919894,10.27469553,7927,39,7888,739
21486,PINK HEART DOTS HOT WATER BOTTLE,1116,3638.67,3.903737374,01-12-2009,07-12-2010,294,7,7.540540541,0.001,3,1000,1,999,372
21488,RED WHITE SCARF  HOT WATER BOTTLE,2384,9784.58,4.569120879,01-12-2009,01-03-2011,359,11,16,0,5.228070175,2364,0,2364,456
21489,BLUE WHITE SCARF HOT WATER BOTTLE,28,157.6,5.964285714,01-12-2009,17-02-2010,14,1,4,0,0.35443038,-3,0,-3,79
21490,SET OF THREE 50'S GIFT WRAPS ,637,1210.6,2.594642857,01-12-2009,20-09-2010,55,1,53.08333333,0.048780488,2.166666667,574,28,546,294
21491,SET OF THREE VINTAGE GIFT WRAPS,2878,5367.01,2.124,01-12-2009,16-12-2010,248,9,32.70454545,0.017689906,7.553805774,2883,51,2832,381
21493, VINTAGE DESIGN GIFT TAGS,272,252.45,1.048333333,01-12-2009,30-09-2010,29,2,38.85714286,0,0.894736842,-437,0,-437,304
21494,ROTATING LEAVES T-LIGHT HOLDER,3833,6449,2.581045365,01-12-2009,09-12-2011,501,8,14.51893939,0.001017294,5.186738836,3932,4,3928,739
21495,SKULLS WRAP,12465,5119.3,0.418138298,01-12-2009,08-12-2011,376,11,45.32727273,0.001997603,16.8902439,12515,25,12490,738
21496,WOODLAND CREATURES  WRAP,25,10.5,0.42,17-12-2009,17-12-2009,1,1,25,-0.142857143,25,-175,25,-200,1
21497,FANCY FONTS BIRTHDAY WRAP,17500,6978,0.417690722,01-12-2009,09-12-2011,485,11,53.84615385,0,23.68064953,17625,0,17625,739
21498,RED SPOTS  WRAP ,26726,10851.92,0.417481297,01-12-2009,08-12-2011,802,16,62.59016393,0.003722038,36.21409214,26867,100,26767,738
21499,BLUE SPOTS  WRAP,15052,6059.84,0.416478261,01-12-2009,08-12-2011,460,19,47.0375,0.014809452,20.39566396,15193,225,14968,738
21500,PINK SPOTS  WRAP ,15950,6443,0.416382114,01-12-2009,05-12-2011,492,19,47.4702381,0,21.70068027,16150,0,16150,735
21503,TOYBOX  WRAP ,1801,740.42,0.41875,16-12-2009,30-11-2011,64,8,31.05172414,0.000634115,2.518881119,1577,1,1576,715
21504,SKULLS GREETING CARD,4913,2005.02,0.466848485,02-12-2009,07-12-2011,329,5,21.36086957,0.002478827,6.675271739,4841,12,4829,736
21506,"FANCY FONT BIRTHDAY CARD, ",10878,4534.49,0.489415292,01-12-2009,09-12-2011,665,14,28.10852713,0.005308795,14.71989175,11302,60,11242,739
21507,"ELEPHANT, BIRTHDAY CARD, ",8223,3455.41,0.503794872,02-12-2009,09-12-2011,584,14,23.09831461,0.002883922,11.14227642,8322,24,8298,738
21508,VINTAGE KID DOLLY CARD ,6716,2808.62,0.517097967,01-12-2009,09-12-2011,541,15,19.92878338,0.001764187,9.087956698,6802,12,6790,739
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,8696,3587.22,0.502734499,03-12-2009,09-12-2011,628,11,23.82465753,0.002722014,11.79918589,8817,24,8793,737
21511,VINTAGE COLLAGE  GREETING  CARD ,40,16.8,0.42,13-04-2010,21-05-2010,2,1,20,0,1.025641026,31,0,31,39
21518,BANK ACCOUNT  GREETING  CARD ,1107,469.28,0.504862385,02-12-2009,12-07-2011,109,5,11.53125,0,1.882653061,1100,0,1100,588
21519,GIN & TONIC DIET GREETING CARD ,7356,3149.93,0.501534296,01-12-2009,08-12-2011,553,14,20.89772727,0.00486355,9.967479675,7402,36,7366,738
21520,BOOZE & WOMEN GREETING CARD ,957,411.63,0.528518519,01-12-2009,05-12-2011,108,5,9.666666667,0.00201005,1.302040816,995,2,993,735
21523,FANCY FONT HOME SWEET HOME DOORMAT,6916,46083.71,8.905819964,01-12-2009,09-12-2011,1122,12,15.0021692,0.000845904,9.358592693,7093,6,7087,739
21524,SPOTTY  HOME SWEET HOME DOORMAT,5255,35955.44,8.468759757,01-12-2009,08-12-2011,1150,21,10.55220884,0.00130988,7.120596206,5344,7,5337,738
21525,BEWARE OF THE CAT DOORMAT,2,13.5,6.75,18-12-2009,18-12-2009,2,1,2,0,2,0,2,-2,1
21527,RETRO SPOT TRADITIONAL TEAPOT ,3345,24968.47,8.890357569,01-12-2009,15-05-2011,831,15,10.453125,0.056498919,6.299435028,3239,183,3056,531
21528,DAIRY MAID TRADITIONAL TEAPOT ,899,5680.15,7.654163424,01-12-2009,09-12-2011,257,5,4.181395349,0.035164835,1.216508796,910,32,878,739
21529,RETRO SPOT CERAMIC TOASTRACK,503,1790.44,4.022302632,01-12-2009,13-09-2010,152,5,4.836538462,0.017699115,1.75261324,452,8,444,287
21530,DAIRY MAID CERAMIC TOASTRACK,959,1361.56,2.278181818,01-12-2009,08-12-2011,162,4,7,0.066115702,1.299457995,968,64,904,738
21531,RETRO SPOT SUGAR JAM BOWL,4073,10174.12,3.038633461,01-12-2009,07-12-2011,776,15,9.861985472,0.009870005,5.526458616,4154,41,4113,737
21532,DAIRY MAID SUGAR JAM BOWL,1387,1419.71,2.386413043,01-12-2009,11-10-2010,90,3,18.74324324,0.012003001,4.403174603,1333,16,1317,315
21533,RETRO SPOT LARGE MILK JUG,3343,16614.87,5.453440748,01-12-2009,09-12-2011,954,17,7.158458244,0.024163028,4.52368065,3435,83,3352,739
21534,DAIRY MAID LARGE MILK JUG,938,4768.64,5.383681159,01-12-2009,07-12-2011,342,4,3.580152672,0.030208333,1.272727273,960,29,931,737
21535,RETRO SPOT SMALL MILK JUG,6776,16837,2.864748455,01-12-2009,08-12-2011,1111,14,14.29535865,0.014203687,9.181571816,6618,94,6524,738
21536,DAIRY MAID  SMALL  MILK JUG,221,474.74,2.268888889,03-12-2009,30-03-2010,61,3,4.911111111,0.035,1.872881356,200,7,193,118
21537,RETRO SPOTS PUDDING BOWL,1005,4338.71,4.705285171,01-12-2009,07-12-2011,256,12,5.317460317,0.065641026,1.363636364,975,64,911,737
21538,DAIRY MAID  PUDDING BOWL,1308,1924.51,4.007647059,01-12-2009,09-12-2010,51,1,31.90243902,0.001508296,3.497326203,1326,2,1324,374
21539,RETRO SPOTS BUTTER DISH,2723,13551.64,5.789149233,01-12-2009,01-11-2011,709,11,6.928753181,0.026090198,3.884450785,2683,70,2613,701
21540,DAIRY MAID CERAMIC BUTTER DISH,1323,2394.95,4.735977011,01-12-2009,09-09-2010,87,2,18.63380282,0.0154202,4.674911661,1297,20,1277,283
21541,DINOSAURS WATER TRANSFER TATTOOS ,1907,1636.24,1.044926108,01-12-2009,15-11-2010,201,8,14.33834586,0.010662177,5.448571429,1782,19,1763,350
21542,WOODLAND WATER TRANSFER TATTOOS ,1877,1600.75,1.016020942,01-12-2009,10-10-2010,190,8,14.8968254,0.076252723,5.977707006,918,70,848,314
21543,BUTTERFLY WATER TRANSFER TATTOOS ,284,215,1.195833333,01-12-2009,21-12-2009,24,1,25.81818182,0,13.52380952,133,0,133,21
21544,SKULLS  WATER TRANSFER TATTOOS ,6064,5052.21,1.04519685,01-12-2009,09-12-2011,503,13,18.95,0.003914533,8.205683356,6131,24,6107,739
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,697,1640.12,3.555542169,01-12-2009,23-07-2010,82,4,10.25,0.00297619,2.965957447,672,2,670,235
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,719,1848.47,3.587272727,01-12-2009,22-03-2011,119,6,7.336734694,0.002793296,1.507337526,716,2,714,477
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,682,1776.12,3.727037037,01-12-2009,01-11-2010,107,5,8.317073171,0.02265861,2.029761905,662,15,647,336
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,547,1270.39,3.306730769,01-12-2009,13-04-2010,51,3,14.39473684,0.013384321,4.082089552,523,7,516,134
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,295,1565.51,6.715223881,02-12-2009,21-05-2010,64,1,5.9,0.003412969,1.725146199,293,1,292,171
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,169,824.95,6.8,02-12-2009,29-01-2010,22,1,10.5625,0,2.86440678,160,0,160,59
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,165,837.6,6.259722222,02-12-2009,03-06-2010,35,2,6.875,0.019480519,0.89673913,154,3,151,184
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,90,581.27,7.881282051,01-12-2009,06-04-2010,39,2,3.461538462,0.012658228,0.708661417,79,1,78,127
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,167,767.75,6.479545455,01-12-2009,21-01-2010,22,2,10.4375,0.020408163,3.211538462,147,3,144,52
21555,CERAMIC STRAWBERRY TRINKET TRAY,425,1131.37,3.057462687,02-12-2009,06-12-2011,134,7,3.828828829,0.001508296,0.578231293,663,1,662,735
21556,CERAMIC STRAWBERRY MONEY BOX,1607,4244.41,3.251346801,01-12-2009,23-11-2011,293,9,7.688995215,0.002492212,2.222683264,1605,4,1601,723
21557,SET OF 6 FUNKY BEAKERS,932,3169.39,4.149375,01-12-2009,09-12-2011,302,6,4.179372197,0.001046025,1.261163735,956,1,955,739
21558,SKULL LUNCHBOX WITH CUTLERY ,4207,10810.66,3.257603093,01-12-2009,09-12-2011,768,13,11.15915119,0.026835814,5.692828146,4099,110,3989,739
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,8227,20345.53,3.047467742,01-12-2009,09-12-2011,1221,18,16.65384615,0.004073808,11.13261164,8346,34,8312,739
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,4,15.44,3.86,01-12-2009,22-12-2009,4,1,2,0,0.181818182,43,0,43,22
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2969,7303.91,2.899028571,01-12-2009,08-12-2011,522,14,8.810089021,0.00100368,4.02303523,2989,3,2986,738
21562,HAWAIIAN GRASS SKIRT ,678,970.28,1.850675676,07-01-2010,21-11-2011,73,6,9.826086957,0,0.99122807,678,0,678,684
21563,RED HEART SHAPE LOVE BUCKET ,2786,6875.71,3.315123288,02-12-2009,09-12-2011,362,9,10.51320755,0.006780871,3.775067751,2802,19,2783,738
21564,PINK  HEART SHAPE LOVE BUCKET ,1951,4524.5,3.229355932,03-12-2009,09-12-2011,294,10,8.445887446,0.005589431,2.647218453,1968,11,1957,737
21576,LETS GO SHOPPING COTTON TOTE BAG,732,1686.19,2.513381643,01-12-2009,08-12-2011,205,13,4.692307692,0.012113055,0.991869919,743,9,734,738
21577,SAVE THE PLANET COTTON TOTE BAG,2556,5716.52,2.713261803,01-12-2009,08-12-2011,464,22,8.548494983,0.006170459,3.463414634,2593,16,2577,738
21578,WOODLAND DESIGN  COTTON TOTE BAG,2205,5062.86,2.608385417,01-12-2009,05-12-2011,380,21,8.579766537,0.00463392,3,2158,10,2148,735
21579,LOLITA  DESIGN  COTTON TOTE BAG,1029,1560.85,2.586058394,01-12-2009,06-12-2011,136,13,9.10619469,0.016283525,1.398097826,1044,17,1027,736
21580,RABBIT  DESIGN  COTTON TOTE BAG,542,1329.63,2.855639535,01-12-2009,08-12-2011,172,7,4.106060606,0.010889292,0.734417344,551,6,545,738
21581,SKULLS  DESIGN  COTTON TOTE BAG,1172,1890.74,2.645833333,01-12-2009,08-12-2011,203,8,7.865771812,0.016835017,1.588075881,1188,20,1168,738
21582,KINGS CHOICE SMALL TUBE MATCHES,117,193.05,1.65,01-12-2009,21-02-2010,16,1,11.7,0,1.409638554,79,0,79,83
21584,RETRO SPOT SMALL TUBE MATCHES,3769,6070.05,1.647831978,01-12-2009,07-12-2011,352,9,15.83613445,0.006965944,5.113975577,3876,27,3849,737
21585,SWALLOW SMALL TUBE MATCHES,1,1.65,1.65,01-08-2010,01-08-2010,1,1,1,0,1,-41,0,-41,1
21586,KINGS CHOICE GIANT TUBE MATCHES,2583,6018.75,2.514959016,01-12-2009,07-11-2011,238,5,15.56024096,0.018752392,3.653465347,2613,49,2564,707
21587,COSY HOUR GIANT TUBE MATCHES,2071,5173.05,2.541697417,01-12-2009,18-10-2011,260,3,18.32743363,0.002719855,3.014556041,2206,6,2200,687
21588,RETRO SPOT GIANT  TUBE MATCHES,3351,7748.55,2.523529412,01-12-2009,08-12-2011,284,7,16.83919598,0.007357269,4.540650407,3398,25,3373,738
21589,SWALLOW GIANT TUBE MATCHES,1119,2583.45,2.504494382,01-12-2009,17-06-2010,88,5,17.484375,0.011090573,5.623115578,1082,12,1070,199
21590,KINGS CHOICE CIGAR BOX MATCHES ,3448,4141.28,1.246135593,01-12-2009,10-11-2010,286,3,20.40236686,0.007503608,9.994202899,3465,26,3439,345
21591,COSY HOUR CIGAR BOX MATCHES ,3978,6003.08,1.262421053,01-12-2009,09-12-2011,365,7,20.93684211,0.014000519,5.382949932,3857,54,3803,739
21592,RETRO SPOT  CIGAR BOX MATCHES ,5876,6552.46,1.19312115,01-12-2009,08-12-2011,476,10,20.76325088,0.004006009,7.962059621,5991,24,5967,738
21593,SWALLOW CIGAR BOX MATCHES ,1391,1629.31,1.248020833,01-12-2009,23-05-2010,94,2,21.07575758,0.019339243,7.994252874,1241,24,1217,174
21594,Dr. Jam's Arouzer Stress Ball,5,21.06,4.212,09-12-2009,14-01-2011,5,1,1,0,0.012437811,5,0,5,402
21595,Dad's Cab Electronic Meter,9,76.95,8.55,02-12-2009,07-12-2010,9,1,1,0,0.02425876,13,0,13,371
21596,Hypochondriac Pill Stress Ball,10,42.64,4.26,01-12-2009,04-11-2010,9,1,1.666666667,0,0.029498525,10,0,10,339
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1499,4186.29,3.033287671,02-12-2009,30-08-2011,218,6,8.468926554,0,2.35321821,1508,0,1508,637
21610,SET 12 PEAR BOTANICAL T-LIGHTS,542,1543.67,3.043571429,02-12-2009,18-11-2010,97,4,6.948717949,0,1.539772727,518,0,518,352
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,750,2182.19,3.122781457,01-12-2009,27-10-2010,148,5,6.756756757,0.008426966,2.265861027,712,6,706,331
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,698,2025.77,3.24622807,01-12-2009,29-09-2010,113,4,7.931818182,0.009202454,2.303630363,652,6,646,303
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,632,1861.45,3.078445946,02-12-2009,27-10-2011,145,5,4.751879699,0,0.909352518,589,0,589,695
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1627,4538.17,3.064314721,02-12-2009,31-05-2011,194,8,11.22068966,0.081619938,2.97985348,1605,131,1474,546
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1168,2308.67,2.350348837,01-12-2009,09-12-2011,169,8,10.33628319,0,1.580514208,1161,0,1161,739
21616,4 PEAR BOTANICAL DINNER CANDLES,1152,2458.58,2.465969388,08-12-2009,09-12-2011,191,6,9.520661157,0,1.573770492,1164,0,1164,732
21617,4 LILY  BOTANICAL DINNER CANDLES,834,2135.01,2.945465116,02-12-2009,21-11-2011,169,3,6.177777778,0,1.158333333,854,0,854,720
21618,4 WILDFLOWER BOTANICAL CANDLES,698,1823.74,2.91260274,01-12-2009,14-11-2011,139,4,6.345454545,0,0.977591036,648,0,648,714
21619,4 VANILLA BOTANICAL CANDLES,1131,2069.02,2.402816901,01-12-2009,08-12-2011,212,7,8.8359375,0,1.532520325,1045,0,1045,738
21620,S/4 ROSE    BOTANICAL  CANDLE,1087,2206.73,2.531762115,03-12-2009,09-12-2011,222,5,7.820143885,-0.015463918,1.474898236,-388,6,-394,737
21621,VINTAGE UNION JACK BUNTING,6900,60286.04,9.307857689,01-12-2009,06-12-2011,1292,10,13.96761134,0.009823484,9.375,6515,64,6451,736
21622,VINTAGE UNION JACK CUSHION COVER,3699,19936.94,5.837389241,01-12-2009,07-12-2011,626,13,12.12786885,0.014915254,5.018995929,2950,44,2906,737
21623,VINTAGE UNION JACK MEMOBOARD,6165,45402.18,10.21583804,28-02-2010,08-12-2011,530,9,19.95145631,0.007738013,9.499229584,7237,56,7181,649
21624,VINTAGE UNION JACK DOORSTOP,1771,10641.15,6.616987654,01-12-2009,08-12-2011,403,6,6.632958801,0.015668719,2.399728997,1787,28,1759,738
21625,VINTAGE UNION JACK APRON,984,7037.62,8.184553571,01-12-2009,07-12-2011,334,9,3.920318725,0,1.335142469,825,0,825,737
21626,VINTAGE UNION JACK PENNANT,1496,3017.07,2.328300971,01-12-2009,21-11-2011,204,2,9.777777778,0.03960396,2.074895978,1515,60,1455,721
21627,ELEPHANT CARNIVAL POUFFE,195,3766.35,22.70078261,04-12-2009,24-10-2011,115,5,1.822429907,0.035502959,0.282608696,169,6,163,690
21628,TRIANGULAR POUFFE VINTAGE ,164,3185.28,22.65022989,02-12-2009,08-12-2011,87,6,2.05,0.023952096,0.222523745,167,4,163,737
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,177,1961.37,11.97333333,03-12-2009,08-12-2011,105,1,1.84375,0.005524862,0.24048913,181,1,180,736
21630,FLOOR CUSHION ELEPHANT CARNIVAL,162,1973.39,13.73410526,03-12-2009,07-12-2011,95,5,1.8,0.02994012,0.220408163,167,5,162,735
21631,HIPPY CHIC DECORATIVE PARASOL,221,1571.75,10.77962963,09-12-2009,17-11-2011,54,1,4.510204082,0,0.311706629,221,0,221,709
21632,VINTAGE PINK DECORATIVE PARASOL,132,1076.22,11.17037736,02-12-2009,18-01-2011,53,3,3.219512195,0.00990099,0.319612591,101,1,100,413
21633,SUNFLOWER DECORATIVE PARASOL,175,1663.11,13.04888889,04-12-2009,21-11-2011,72,3,2.734375,0.011363636,0.243732591,176,2,174,718
21634,ASSORTED MINI MADRAS NOTEBOOK,1771,1507.74,1.363768116,03-12-2009,16-10-2011,69,3,27.671875,0.075436409,2.592972182,1604,121,1483,683
21635,MADRAS NOTEBOOK LARGE ,398,855.24,3.290465116,04-12-2009,13-07-2011,42,2,9.95,0.03030303,0.67802385,396,12,384,587
21636,MADRAS NOTEBOOK MEDIUM,1014,985.74,1.492772277,04-12-2009,05-12-2011,98,4,12.07142857,0.023762376,1.385245902,1010,24,986,732
21637,ASSORTED SANSKRIT MINI NOTEBOOK,1358,1741.72,1.840860215,01-12-2009,10-10-2011,93,7,18.10666667,0.014766202,2,1219,18,1201,679
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1020,2220.94,2.437448276,01-12-2009,08-12-2011,142,6,8.360655738,0.007881773,1.382113821,1015,8,1007,738
21639,ASSORTED TUTTI FRUTTI KEYRING,259,228.65,0.963333333,01-12-2009,03-03-2010,15,2,32.375,-0.150943396,2.784946237,-53,8,-61,93
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2225,2049.4,1.097196262,01-12-2009,08-12-2011,205,5,13.65030675,0,3.014905149,2269,0,2269,738
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1666,946.31,1.225765766,02-12-2009,16-09-2011,111,3,17,0,2.547400612,1625,0,1625,654
21642,ASSORTED TUTTI FRUTTI PEN,4413,2575.18,0.880689655,01-12-2009,09-12-2011,251,5,24.51666667,0.062048052,5.971583221,4287,266,4021,739
21643,ASSORTED TUTTI FRUTTI MIRROR,1521,2127.94,1.860294118,01-12-2009,15-11-2011,204,5,9.876623377,0.009168304,2.127272727,1527,14,1513,715
21644,ASSORTED TUTTI FRUTTI HEART BOX,1087,1461.47,1.438391608,03-12-2009,27-11-2011,137,3,9.290598291,0.026119403,1.499310345,1072,28,1044,725
21645,ASSORTED TUTTI FRUTTI ROUND BOX,969,1642.65,1.844148148,02-12-2009,16-11-2010,133,6,10.09375,0.030364372,2.768571429,988,30,958,350
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,848,1899.28,2.565945946,01-12-2009,27-11-2011,144,7,8.233009709,0.006060606,1.166437414,660,4,656,727
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2940,3956.48,1.834549356,01-12-2009,09-12-2011,231,9,17.81818182,0.093533065,3.97834912,2737,256,2481,739
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,421,1162.89,3.34862069,01-12-2009,08-01-2010,29,1,26.3125,0.009925558,10.79487179,403,4,399,39
21650,ASSORTED TUTTI FRUTTI BRACELET,3204,1163.8,0.663864734,01-12-2009,09-12-2011,197,6,21.36,0.008583691,4.335588633,3262,28,3234,739
21651,HANGING GLASS ETCHED TEALIGHT,1361,2200.36,1.84456,03-12-2009,21-02-2011,124,7,13.34313725,0,3.051569507,1480,0,1480,446
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,896,1747.94,2.098860759,06-12-2009,05-08-2010,78,7,13.57575758,0.024940618,3.687242798,842,21,821,243
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,1246,2565.67,2.266086957,13-01-2010,22-11-2010,111,5,13.39784946,0.006311993,3.968152866,1109,7,1102,314
21654,RIDGED GLASS FINGER BOWL,1183,820.21,1.279638554,03-12-2009,18-09-2011,82,2,15.77333333,0,1.80610687,1198,0,1198,655
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1396,2277.5,1.956741573,02-12-2009,11-02-2011,89,6,20.52941176,0.095451156,3.194508009,1341,128,1213,437
21656,RIDGED GLASS POSY VASE ,985,1614.54,2.050714286,03-12-2009,03-05-2011,140,7,8.49137931,0.00204918,1.905222437,976,2,974,517
21657,MILK BOTTLE WITH GLASS STOPPER ,257,1967.38,8.511949153,03-12-2009,20-02-2011,118,4,2.519607843,0.018726592,0.57752809,267,5,262,445
21658,GLASS  BEURRE DISH,2225,9271.89,5.327878788,01-12-2009,11-08-2011,519,9,7.491582492,0.040498442,3.59450727,2247,91,2156,619
21659,GLASS CAKE STAND,120,1891.7,17.16363636,02-12-2009,07-11-2010,66,4,2.142857143,0.037383178,0.351906158,107,4,103,341
21661,VINTAGE GLASS TEA CADDY,239,1511.31,7.073838384,04-12-2009,22-02-2011,98,3,2.9875,0.026315789,0.535874439,228,6,222,446
